"time","engage_practice","infrastru_campus","aware_group","course_take","more_course","mandate_course","statement_important","environ_issue","scholarship","apply_schloarship","event","motive_event","hs_course","hs_course_take","fee","reward","punish","reward_effect","punish_effect","peer_practice","peer_practice_often","college","off_on_campus","gender","student_status","edu_level","nccu_year","income","continent","parent_edu","gpa"
"2023-11-01 14:09:28",2,"Green Roofs, Electric Bus, Electric Scooter","I was aware that NCCU has a Sustainability Working Group, but I do not know where it is.","1.0",4,4,"Human induced climate change is occurring at some level, Humankind will die out if we don't live in tune with nature, Every time we use coal, oil or gas we contribute to climate change, My personal computer use contributes to climate change, Carbon dioxide is the primary gas responsible for the greenhouse effect, The government should take an active role in the global effort to curb the problem of rapid climate change, Environmental issues are very important to me","Low Carbon Campus (Emissions, Building, Dining, Transportation, Procurement), Energy Conservation and Renewables, Water Management, Waste Minimization and Disposal, Landscape Integrated with Aesthetic Education, Biodiversity Conservation","No",3,3,"Interest in environmental issues, Desire to learn more about sustainability, To support campus sustainability initiatives, Social interaction with like-minded individuals, Course or program requirement","No","0.0",5,"No","No",3,3,"No","Once a month","International College of Innovation","On-campus","Male","International student","Undergraduate","Less than 1","Less than 24,999","Southeast Asia","Bachelor's Degree","Above 4"
"2023-11-01 14:09:38",0,"Recycling Bins","I was not aware that NCCU has a Sustainability Working Group.","None",3,3,"Carbon dioxide is the primary gas responsible for the greenhouse effect, The government should take an active role in the global effort to curb the problem of rapid climate change","Waste Minimization and Disposal","No",2,0,"Desire to learn more about sustainability, Course or program requirement","No","0.0",1,"No","No",1,2,"No","Never","International College of Innovation","On-campus","Female","International student","Undergraduate","Less than 1","25,000-49,999","Southeast Asia","Bachelor's Degree","Above 4"
"2023-11-01 14:09:39",2,"LED lighting, Recycling Bins","I was not aware that NCCU has a Sustainability Working Group.","1.0",4,3,"Humankind will die out if we don't live in tune with nature, Every time we use coal, oil or gas we contribute to climate change, The government should take an active role in the global effort to curb the problem of rapid climate change, Environmental issues are very important to me","Water Management, Waste Minimization and Disposal","No",2,1,"Desire to learn more about sustainability, Social interaction with like-minded individuals, Course or program requirement","Yes","1.0",2,"No","No",3,2,"Yes","Once a week","Other","On-campus","Female","International student","Undergraduate","Less than 1","75,000-99,999","Southeast Asia","Bachelor's Degree","3~3.99"
"2023-11-01 14:09:43",2,"LED lighting, Solar Panels, Green Roofs, Recycling Bins, Electric Bus, Electric Scooter","I was aware that NCCU has a Sustainability Working Group, but I do not know where it is.","1.0",5,5,"Human induced climate change is occurring at some level, Humankind will die out if we don't live in tune with nature, Every time we use coal, oil or gas we contribute to climate change, My personal computer use contributes to climate change, Carbon dioxide is the primary gas responsible for the greenhouse effect, The government should take an active role in the global effort to curb the problem of rapid climate change, Environmental issues are very important to me","Low Carbon Campus (Emissions, Building, Dining, Transportation, Procurement), Energy Conservation and Renewables, Resilience, Adaptation and Disaster Mitigation","No",4,0,"Interest in environmental issues, Desire to learn more about sustainability, Social interaction with like-minded individuals","Yes","1.0",3,"No","Yes",3,3,"Yes","Everyday","International College of Innovation","On-campus","Female","Overseas Chinese student","Undergraduate","Less than 1","25,000-49,999","Southeast Asia","Other","0~0.99"
"2023-11-01 14:10:25",3,"Solar Panels","I was aware that NCCU has a Sustainability Working Group, but I do not know where it is.","1.0",3,3,"Humankind will die out if we don't live in tune with nature, My personal computer use contributes to climate change, Carbon dioxide is the primary gas responsible for the greenhouse effect","Water Management, Waste Minimization and Disposal","No",3,2,"Interest in environmental issues, To support campus sustainability initiatives","Yes","1.0",2,"No","No",2,2,"Yes","Once a month","International College of Innovation","On-campus","Male","International student","Undergraduate","Less than 1","25,000-49,999","Southeast Asia","Bachelor's Degree","3~3.99"
"2023-11-01 14:10:50",4,"LED lighting, Recycling Bins, Electric Bus, Electric Scooter","I was not aware that NCCU has a Sustainability Working Group.","1.0",3,3,"Humankind will die out if we don't live in tune with nature, Every time we use coal, oil or gas we contribute to climate change, The government should take an active role in the global effort to curb the problem of rapid climate change, Environmental issues are very important to me","Biodiversity Conservation","No",4,0,"Interest in environmental issues","No","0.0",5,"No","No",3,3,"Yes","Once a week","International College of Innovation","On-campus","Female","International student","Undergraduate","Less than 1","25,000-49,999","Southeast Asia","Bachelor's Degree","3~3.99"
"2023-11-01 14:10:59",3,"Recycling Bins","I was aware that NCCU has a Sustainability Working Group, but I do not know where it is.","1.0",3,3,"Carbon dioxide is the primary gas responsible for the greenhouse effect, Environmental issues are very important to me","Water Management, Waste Minimization and Disposal","No",5,0,"Desire to learn more about sustainability","No","0.0",5,"No","Yes",5,5,"Yes","Everyday","International College of Innovation","On-campus","Female","International student","Undergraduate","Less than 1","25,000-49,999","Southeast Asia","Bachelor's Degree","3~3.99"
"2023-11-01 14:12:03",3,"LED lighting, Recycling Bins, Electric Bus","I was not aware that NCCU has a Sustainability Working Group.","1.0",4,3,"Humankind will die out if we don't live in tune with nature, Every time we use coal, oil or gas we contribute to climate change, The government should take an active role in the global effort to curb the problem of rapid climate change, Environmental issues are very important to me","Energy Conservation and Renewables","No",3,1,"Social interaction with like-minded individuals, Course or program requirement","Yes","0.0",2,"No","Yes",2,3,"Yes","Once a week","International College of Innovation","On-campus","Male","Domestic student","Undergraduate","Less than 1","","","",""
"2023-11-01 14:12:55",5,"Solar Panels, Electric Bus","I was aware that NCCU has a Sustainability Working Group, but I do not know where it is.","3.0",5,4,"Human induced climate change is occurring at some level, The government should take an active role in the global effort to curb the problem of rapid climate change, Environmental issues are very important to me","Energy Conservation and Renewables, Waste Minimization and Disposal","No",5,0,"Interest in environmental issues, Desire to learn more about sustainability, To support campus sustainability initiatives, Social interaction with like-minded individuals","Yes","1.0",5,"No","No",1,1,"Yes","Once a month","College of Science","Off-campus","Female","Domestic student","Undergraduate","3-4","Less than 24,999","Eastern Asia","Bachelor's Degree","Above 4"
"2023-11-01 14:14:17",2,"LED lighting, Recycling Bins, Electric Bus","I was not aware that NCCU has a Sustainability Working Group.","1.0",3,4,"Human induced climate change is occurring at some level, Humankind will die out if we don't live in tune with nature, Carbon dioxide is the primary gas responsible for the greenhouse effect, The government should take an active role in the global effort to curb the problem of rapid climate change, Environmental issues are very important to me","Energy Conservation and Renewables, Waste Minimization and Disposal, Biodiversity Conservation, Resilience, Adaptation and Disaster Mitigation","No",3,1,"Interest in environmental issues, Desire to learn more about sustainability, To support campus sustainability initiatives","Yes","1.0",4,"No","No",2,2,"Yes","Everyday","International College of Innovation","On-campus","Female","Domestic student","Undergraduate","Less than 1","25,000-49,999","South Asia","Other","0~0.99"
"2023-11-01 14:14:39",3,"Recycling Bins, Electric Scooter","I was not aware that NCCU has a Sustainability Working Group.","None",3,4,"Humankind will die out if we don't live in tune with nature, Every time we use coal, oil or gas we contribute to climate change, Environmental issues are very important to me","Waste Minimization and Disposal, Resilience, Adaptation and Disaster Mitigation","No",3,0,"Interest in environmental issues, Desire to learn more about sustainability, To support campus sustainability initiatives","No","0.0",2,"No","No",3,2,"Yes","Everyday","International College of Innovation","On-campus","Female","International student","Undergraduate","Less than 1","25,000-49,999","Southeast Asia","Bachelor's Degree","3~3.99"
